timestamp_utc,t_rel_sec,ecg_mV,event
2025-10-15T15:45:09.968765+00:00,0.000000,0.000000,
2025-10-15T15:45:09.973765+00:00,0.005000,0.000000,
2025-10-15T15:45:09.978765+00:00,0.010000,-0.001140,
2025-10-15T15:45:09.983765+00:00,0.015000,0.000760,
2025-10-15T15:45:09.988765+00:00,0.020000,0.010640,
2025-10-15T15:45:09.993765+00:00,0.025000,-0.072200,
2025-10-15T15:45:09.998765+00:00,0.030000,0.042560,
2025-10-15T15:45:10.003765+00:00,0.035000,0.342000,
2025-10-15T15:45:10.008765+00:00,0.040000,-0.657780,
2025-10-15T15:45:10.013765+00:00,0.045000,-0.926440,
2025-10-15T15:45:10.018765+00:00,0.050000,2.372340,
2025-10-15T15:45:10.023765+00:00,0.055000,2.528520,
2025-10-15T15:45:10.028765+00:00,0.060000,-5.199920,
2025-10-15T15:45:10.033765+00:00,0.065000,-9.675940,
2025-10-15T15:45:10.038765+00:00,0.070000,1.954720,
2025-10-15T15:45:10.043765+00:00,0.075000,23.503000,
2025-10-15T15:45:10.048765+00:00,0.080000,34.257380,
2025-10-15T15:45:10.053765+00:00,0.085000,24.919260,
2025-10-15T15:45:10.058765+00:00,0.090000,8.446260,
2025-10-15T15:45:10.063765+00:00,0.095000,1.569020,
2025-10-15T15:45:10.068765+00:00,0.100000,3.528300,
2025-10-15T15:45:10.073765+00:00,0.105000,3.733500,
2025-10-15T15:45:10.078765+00:00,0.110000,1.413220,
2025-10-15T15:45:10.083765+00:00,0.115000,0.446500,
2025-10-15T15:45:10.088765+00:00,0.120000,0.150860,
2025-10-15T15:45:10.093765+00:00,0.125000,-0.313880,
2025-10-15T15:45:10.098765+00:00,0.130000,-0.639540,
2025-10-15T15:45:10.103765+00:00,0.135000,-0.853100,
2025-10-15T15:45:10.108765+00:00,0.140000,-1.007760,
2025-10-15T15:45:10.113765+00:00,0.145000,-1.113400,
2025-10-15T15:45:10.118765+00:00,0.150000,-1.182940,
2025-10-15T15:45:10.123765+00:00,0.155000,-1.226640,
2025-10-15T15:45:10.128765+00:00,0.160000,-1.254760,
2025-10-15T15:45:10.133765+00:00,0.165000,-1.269960,
2025-10-15T15:45:10.138765+00:00,0.170000,-1.274140,
2025-10-15T15:45:10.143765+00:00,0.175000,-1.269200,
2025-10-15T15:45:10.148765+00:00,0.180000,-1.257040,
2025-10-15T15:45:10.153765+00:00,0.185000,-1.243740,
2025-10-15T15:45:10.158765+00:00,0.190000,-1.230060,
2025-10-15T15:45:10.163765+00:00,0.195000,-1.219040,
2025-10-15T15:45:10.168765+00:00,0.200000,-1.201180,
2025-10-15T15:45:10.173765+00:00,0.205000,-1.173440,
2025-10-15T15:45:10.178765+00:00,0.210000,-1.149500,
2025-10-15T15:45:10.183765+00:00,0.215000,-1.154440,
2025-10-15T15:45:10.188765+00:00,0.220000,-1.169260,
2025-10-15T15:45:10.193765+00:00,0.225000,-1.132400,
2025-10-15T15:45:10.198765+00:00,0.230000,-0.997500,
2025-10-15T15:45:10.203765+00:00,0.235000,-0.763420,
2025-10-15T15:45:10.208765+00:00,0.240000,-0.497040,
2025-10-15T15:45:10.213765+00:00,0.245000,-0.343900,
2025-10-15T15:45:10.218765+00:00,0.250000,-0.457520,
2025-10-15T15:45:10.223765+00:00,0.255000,-0.828020,
2025-10-15T15:45:10.228765+00:00,0.260000,-1.234620,
2025-10-15T15:45:10.233765+00:00,0.265000,-1.431460,
2025-10-15T15:45:10.238765+00:00,0.270000,-1.380160,
2025-10-15T15:45:10.243765+00:00,0.275000,-1.235380,
2025-10-15T15:45:10.248765+00:00,0.280000,-1.138100,
2025-10-15T15:45:10.253765+00:00,0.285000,-1.092500,
2025-10-15T15:45:10.258765+00:00,0.290000,-1.048040,
2025-10-15T15:45:10.263765+00:00,0.295000,-0.999780,
2025-10-15T15:45:10.268765+00:00,0.300000,-0.959120,
2025-10-15T15:45:10.273765+00:00,0.305000,-0.924160,
2025-10-15T15:45:10.278765+00:00,0.310000,-0.893380,
2025-10-15T15:45:10.283765+00:00,0.315000,-0.866020,
2025-10-15T15:45:10.288765+00:00,0.320000,-0.842080,
2025-10-15T15:45:10.293765+00:00,0.325000,-0.819660,
2025-10-15T15:45:10.298765+00:00,0.330000,-0.800280,
2025-10-15T15:45:10.303765+00:00,0.335000,-0.784320,
2025-10-15T15:45:10.308765+00:00,0.340000,-0.769500,
2025-10-15T15:45:10.313765+00:00,0.345000,-0.755060,
2025-10-15T15:45:10.318765+00:00,0.350000,-0.742140,
2025-10-15T15:45:10.323765+00:00,0.355000,-0.728840,
2025-10-15T15:45:10.328765+00:00,0.360000,-0.716300,
2025-10-15T15:45:10.333765+00:00,0.365000,-0.704520,
2025-10-15T15:45:10.338765+00:00,0.370000,-0.693500,
2025-10-15T15:45:10.343765+00:00,0.375000,-0.682860,
2025-10-15T15:45:10.348765+00:00,0.380000,-0.670700,
2025-10-15T15:45:10.353765+00:00,0.385000,-0.655120,
2025-10-15T15:45:10.358765+00:00,0.390000,-0.636500,
2025-10-15T15:45:10.363765+00:00,0.395000,-0.619400,
2025-10-15T15:45:10.368765+00:00,0.400000,-0.605340,
2025-10-15T15:45:10.373765+00:00,0.405000,-0.598120,
2025-10-15T15:45:10.378765+00:00,0.410000,-0.590900,
2025-10-15T15:45:10.383765+00:00,0.415000,-0.580640,
2025-10-15T15:45:10.388765+00:00,0.420000,-0.568480,
2025-10-15T15:45:10.393765+00:00,0.425000,-0.558220,
2025-10-15T15:45:10.398765+00:00,0.430000,-0.550620,
2025-10-15T15:45:10.403765+00:00,0.435000,-0.544160,
2025-10-15T15:45:10.408765+00:00,0.440000,-0.535040,
2025-10-15T15:45:10.413765+00:00,0.445000,-0.522500,
2025-10-15T15:45:10.418765+00:00,0.450000,-0.508820,
2025-10-15T15:45:10.423765+00:00,0.455000,-0.498940,
2025-10-15T15:45:10.428765+00:00,0.460000,-0.492480,
2025-10-15T15:45:10.433765+00:00,0.465000,-0.489440,
2025-10-15T15:45:10.438765+00:00,0.470000,-0.488300,
2025-10-15T15:45:10.443765+00:00,0.475000,-0.487920,
2025-10-15T15:45:10.448765+00:00,0.480000,-0.486780,
2025-10-15T15:45:10.453765+00:00,0.485000,-0.485640,
2025-10-15T15:45:10.458765+00:00,0.490000,-0.483740,
2025-10-15T15:45:10.463765+00:00,0.495000,-0.483360,
2025-10-15T15:45:10.468765+00:00,0.500000,-0.485640,
2025-10-15T15:45:10.473765+00:00,0.505000,-0.492860,
2025-10-15T15:45:10.478765+00:00,0.510000,-0.503120,
2025-10-15T15:45:10.483765+00:00,0.515000,-0.516800,
2025-10-15T15:45:10.488765+00:00,0.520000,-0.533900,
2025-10-15T15:45:10.493765+00:00,0.525000,-0.552140,
2025-10-15T15:45:10.498765+00:00,0.530000,-0.562780,
2025-10-15T15:45:10.503765+00:00,0.535000,-0.564300,
2025-10-15T15:45:10.508765+00:00,0.540000,-0.558980,
2025-10-15T15:45:10.513765+00:00,0.545000,-0.547200,
2025-10-15T15:45:10.518765+00:00,0.550000,-0.533520,
2025-10-15T15:45:10.523765+00:00,0.555000,-0.517180,
2025-10-15T15:45:10.528765+00:00,0.560000,-0.497420,
2025-10-15T15:45:10.533765+00:00,0.565000,-0.478420,
2025-10-15T15:45:10.538765+00:00,0.570000,-0.459420,
2025-10-15T15:45:10.543765+00:00,0.575000,-0.440800,
2025-10-15T15:45:10.548765+00:00,0.580000,-0.422560,
2025-10-15T15:45:10.553765+00:00,0.585000,-0.406220,
2025-10-15T15:45:10.558765+00:00,0.590000,-0.392540,
2025-10-15T15:45:10.563765+00:00,0.595000,-0.380000,
2025-10-15T15:45:10.568765+00:00,0.600000,-0.369360,
2025-10-15T15:45:10.573765+00:00,0.605000,-0.359860,
2025-10-15T15:45:10.578765+00:00,0.610000,-0.353400,
2025-10-15T15:45:10.583765+00:00,0.615000,-0.346560,
2025-10-15T15:45:10.588765+00:00,0.620000,-0.342000,
2025-10-15T15:45:10.593765+00:00,0.625000,-0.336680,
2025-10-15T15:45:10.598765+00:00,0.630000,-0.330980,
2025-10-15T15:45:10.603765+00:00,0.635000,-0.324520,
2025-10-15T15:45:10.608765+00:00,0.640000,-0.318060,
2025-10-15T15:45:10.613765+00:00,0.645000,-0.312740,
2025-10-15T15:45:10.618765+00:00,0.650000,-0.308560,
2025-10-15T15:45:10.623765+00:00,0.655000,-0.305140,
2025-10-15T15:45:10.628765+00:00,0.660000,-0.303240,
2025-10-15T15:45:10.633765+00:00,0.665000,-0.301340,
2025-10-15T15:45:10.638765+00:00,0.670000,-0.300200,
2025-10-15T15:45:10.643765+00:00,0.675000,-0.297160,
2025-10-15T15:45:10.648765+00:00,0.680000,-0.291840,
2025-10-15T15:45:10.653765+00:00,0.685000,-0.288420,
2025-10-15T15:45:10.658765+00:00,0.690000,-0.285760,
2025-10-15T15:45:10.663765+00:00,0.695000,-0.282720,
2025-10-15T15:45:10.668765+00:00,0.700000,-0.278160,
2025-10-15T15:45:10.673765+00:00,0.705000,-0.272460,
2025-10-15T15:45:10.678765+00:00,0.710000,-0.268660,
2025-10-15T15:45:10.683765+00:00,0.715000,-0.264860,
2025-10-15T15:45:10.688765+00:00,0.720000,-0.263340,
2025-10-15T15:45:10.693765+00:00,0.725000,-0.259540,
